id,station,latitude,longitude,route,link
SR6-25,Board Office(Milan),23.23130417,77.43261719,SR6,"https://www.google.com/maps/place/23.23130417,77.43261719"
SR6-26,Jyoti Talkies,23.2332058,77.43466187,SR6,"https://www.google.com/maps/place/23.2332058,77.43466187"
SR6-27,Kasturba Nagar,23.23077965,77.44007874,SR6,"https://www.google.com/maps/place/23.23077965,77.44007874"
SR6-28,Isbt,23.22909546,77.44200134,SR6,"https://www.google.com/maps/place/23.22909546,77.44200134"
SR6-29,Anna Nagar,23.2317276,77.44631958,SR6,"https://www.google.com/maps/place/23.2317276,77.44631958"
SR6-30,Carrier College,23.23168945,77.45013428,SR6,"https://www.google.com/maps/place/23.23168945,77.45013428"
SR6-31,Govindpura Thana,23.23186493,77.45454407,SR6,"https://www.google.com/maps/place/23.23186493,77.45454407"
SR6-32,Bhel Gate – 6,23.23167801,77.45968628,SR6,"https://www.google.com/maps/place/23.23167801,77.45968628"
SR6-33,Vijay Market,23.228899,77.46619415,SR6,"https://www.google.com/maps/place/23.228899,77.46619415"
SR6-34,Mahatma Gandhi Chouraha,23.2319088,77.47199249,SR6,"https://www.google.com/maps/place/23.2319088,77.47199249"
SR6-35,Gandhi Market Piplani,23.23929024,77.47237396,SR6,"https://www.google.com/maps/place/23.23929024,77.47237396"
SR6-36,Allahabad Bank,23.16534042,77.46666718,SR6,"https://www.google.com/maps/place/23.16534042,77.46666718"
SR6-37,Piplani Pump,23.24910355,77.4718399,SR6,"https://www.google.com/maps/place/23.24910355,77.4718399"
SR6-38,Kalpana Nagar,23.24972725,77.47714996,SR6,"https://www.google.com/maps/place/23.24972725,77.47714996"
SR6-39,Ratnagiri By Pass,23.25095749,77.47999573,SR6,"https://www.google.com/maps/place/23.25095749,77.47999573"
SR6-40,Anand Nagar,23.25105858,77.48690033,SR6,"https://www.google.com/maps/place/23.25105858,77.48690033"
SR6-41,Ram Mandir,23.25072861,77.48711395,SR6,"https://www.google.com/maps/place/23.25072861,77.48711395"
SR6-42,Siddhartha Lake City,23.25024796,77.49098969,SR6,"https://www.google.com/maps/place/23.25024796,77.49098969"
SR6-43,Patel Nagar,23.25769806,77.5017395,SR6,"https://www.google.com/maps/place/23.25769806,77.5017395"
SR6-44,Oriantal College,23.24802208,77.50424957,SR6,"https://www.google.com/maps/place/23.24802208,77.50424957"
SR7-1,Gandhinagar,23.30191612,77.36115265,SR7,"https://www.google.com/maps/place/23.30191612,77.36115265"
SR7-2,New Gandhinagar,23.29899025,77.35668182,SR7,"https://www.google.com/maps/place/23.29899025,77.35668182"
SR7-3,Asharam Tiraha,23.2972641,77.3533783,SR7,"https://www.google.com/maps/place/23.2972641,77.3533783"
SR7-4,Data Colony,23.2832222,77.35613251,SR7,"https://www.google.com/maps/place/23.2832222,77.35613251"
SR7-5,Panchwati,23.27801132,77.35861969,SR7,"https://www.google.com/maps/place/23.27801132,77.35861969"
SR7-6,Gufa Mandir,23.27812576,77.37360382,SR7,"https://www.google.com/maps/place/23.27812576,77.37360382"
SR7-7,Vip Guest House,23.27121925,77.37582397,SR7,"https://www.google.com/maps/place/23.27121925,77.37582397"
SR7-8,Kohefiza,23.26949501,77.37691498,SR7,"https://www.google.com/maps/place/23.26949501,77.37691498"
SR7-9,Collectorate,23.26358795,77.38312531,SR7,"https://www.google.com/maps/place/23.26358795,77.38312531"
SR7-10,State Bank,23.26185036,77.38881683,SR7,"https://www.google.com/maps/place/23.26185036,77.38881683"
SR7-11,Royal Market,23.26150322,77.39205933,SR7,"https://www.google.com/maps/place/23.26150322,77.39205933"
SR7-12,Tajul Masajid,23.26281738,77.3937912,SR7,"https://www.google.com/maps/place/23.26281738,77.3937912"
SR7-13,Taj Mahal,23.26697159,77.39337158,SR7,"https://www.google.com/maps/place/23.26697159,77.39337158"
SR7-14,Bhopal Talkis,23.26636505,77.40058899,SR7,"https://www.google.com/maps/place/23.26636505,77.40058899"
SR7-15,Bus Stand,23.26520348,77.40529633,SR7,"https://www.google.com/maps/place/23.26520348,77.40529633"
SR7-16,Railway Station,23.26421928,77.41114807,SR7,"https://www.google.com/maps/place/23.26421928,77.41114807"
SR7-17,Hanuman Ganj Thana,23.26421547,77.40407562,SR7,"https://www.google.com/maps/place/23.26421547,77.40407562"
SR7-18,Milan Shadi Hall,23.25993347,77.41261292,SR7,"https://www.google.com/maps/place/23.25993347,77.41261292"
SR7-19,Ganesh Mandir Chola,23.2847538,77.41999054,SR7,"https://www.google.com/maps/place/23.2847538,77.41999054"
SR7-20,J.P Nagar,23.2904644,77.40923309,SR7,"https://www.google.com/maps/place/23.2904644,77.40923309"
SR7-21,Krishi Upaj Mandi,23.29141235,77.40353394,SR7,"https://www.google.com/maps/place/23.29141235,77.40353394"
SR7-22,Narayan Nagar,23.20410919,77.44606018,SR7,"https://www.google.com/maps/place/23.20410919,77.44606018"
SR7-23,Best Price,23.30333328,77.41904449,SR7,"https://www.google.com/maps/place/23.30333328,77.41904449"
SR7-24,Pupils Hosp,23.30174637,77.42449951,SR7,"https://www.google.com/maps/place/23.30174637,77.42449951"
SR7-25,Bhanpur Over Bridge,23.2998085,77.42926025,SR7,"https://www.google.com/maps/place/23.2998085,77.42926025"
SR7-26,Tirupati,23.28012276,77.44592285,SR7,"https://www.google.com/maps/place/23.28012276,77.44592285"
SR7-27,Damkheda,23.28050995,77.44728088,SR7,"https://www.google.com/maps/place/23.28050995,77.44728088"
SR7-28,Sagar College,23.27963638,77.45096588,SR7,"https://www.google.com/maps/place/23.27963638,77.45096588"
SR7-29,Minal Gate No 8,23.27839088,77.4562149,SR7,"https://www.google.com/maps/place/23.27839088,77.4562149"
SR7-30,Ayodhaya Square,23.2755127,77.46360016,SR7,"https://www.google.com/maps/place/23.2755127,77.46360016"
SR7-31,Raj Industries,23.27321053,77.46041107,SR7,"https://www.google.com/maps/place/23.27321053,77.46041107"
SR7-32,Minal Mall,23.26885605,77.45689392,SR7,"https://www.google.com/maps/place/23.26885605,77.45689392"
SR7-33,J.K Tiraha,23.25148392,77.45630646,SR7,"https://www.google.com/maps/place/23.25148392,77.45630646"
SR7-34,Nizamuddin,23.25217438,77.46327972,SR7,"https://www.google.com/maps/place/23.25217438,77.46327972"
SR7-35,Indrapuri A,23.25581169,77.4601593,SR7,"https://www.google.com/maps/place/23.25581169,77.4601593"
SR7-36,Bhel Jubilee Gate,23.25039482,77.46289063,SR7,"https://www.google.com/maps/place/23.25039482,77.46289063"
SR7-37,Bima Hospital,23.24983215,77.46750641,SR7,"https://www.google.com/maps/place/23.24983215,77.46750641"
SR7-38,Piplani Pump,23.24910355,77.4718399,SR7,"https://www.google.com/maps/place/23.24910355,77.4718399"
SR7-39,Kalpana Nagar,23.24972725,77.47714996,SR7,"https://www.google.com/maps/place/23.24972725,77.47714996"
SR7-40,Ratnagiri Bypass Tiraha,23.25102234,77.47975922,SR7,"https://www.google.com/maps/place/23.25102234,77.47975922"
SR7-41,Anand Nagar,23.25105858,77.48690033,SR7,"https://www.google.com/maps/place/23.25105858,77.48690033"
SR7-42,Siddhart Lakecity,23.24896049,77.49092865,SR7,"https://www.google.com/maps/place/23.24896049,77.49092865"
SR7-43,Oriental College,23.24950218,77.50080872,SR7,"https://www.google.com/maps/place/23.24950218,77.50080872"
SR7-44,Patel Nagar Bypass,23.25270653,77.51100922,SR7,"https://www.google.com/maps/place/23.25270653,77.51100922"
SR8-1,Chinchli Bairagarh,23.1499958,77.41099548,SR8,"https://www.google.com/maps/place/23.1499958,77.41099548"
SR8-2,Gainhu Kheda,23.15826225,77.4135437,SR8,"https://www.google.com/maps/place/23.15826225,77.4135437"
SR8-3,Nahar(Sanskar Gardan),23.16161156,77.41426849,SR8,"https://www.google.com/maps/place/23.16161156,77.41426849"
SR8-4,Lalita Nagar,23.16539001,77.41527557,SR8,"https://www.google.com/maps/place/23.16539001,77.41527557"
SR8-5,Nayapura Colony,23.17263985,77.41699219,SR8,"https://www.google.com/maps/place/23.17263985,77.41699219"
SR8-6,Beema Kunj,23.17947769,77.41843414,SR8,"https://www.google.com/maps/place/23.17947769,77.41843414"
SR8-7,Mahabali Nagar,23.18140984,77.40851593,SR8,"https://www.google.com/maps/place/23.18140984,77.40851593"
SR8-8,Sarvadharma Colony,23.18905067,77.41722107,SR8,"https://www.google.com/maps/place/23.18905067,77.41722107"
SR8-9,Nahar Puliya,23.20380783,77.41159058,SR8,"https://www.google.com/maps/place/23.20380783,77.41159058"
SR8-10,Ayusman Hospital,23.19921303,77.42011261,SR8,"https://www.google.com/maps/place/23.19921303,77.42011261"
SR8-11,Manisa Market,23.20174408,77.42533112,SR8,"https://www.google.com/maps/place/23.20174408,77.42533112"
SR8-12,Saitan Singh,23.20215797,77.43006134,SR8,"https://www.google.com/maps/place/23.20215797,77.43006134"
SR8-13,Campion School,23.20632362,77.43114471,SR8,"https://www.google.com/maps/place/23.20632362,77.43114471"
SR8-14,Bittal Market/1100 Q.Chu.,23.21154404,77.43113708,SR8,"https://www.google.com/maps/place/23.21154404,77.43113708"
SR8-15,Baas Khedi,23.2146244,77.43126678,SR8,"https://www.google.com/maps/place/23.2146244,77.43126678"
SR8-16,Habibganj Thana,23.21846581,77.42897797,SR8,"https://www.google.com/maps/place/23.21846581,77.42897797"
SR8-17,Bittan Mkt/Dhsera Maidan,23.22214699,77.43122864,SR8,"https://www.google.com/maps/place/23.22214699,77.43122864"
SR8-18,Subhash School,23.22320938,77.42995453,SR8,"https://www.google.com/maps/place/23.22320938,77.42995453"
SR8-19,7 No.Stop,23.22294998,77.43397522,SR8,"https://www.google.com/maps/place/23.22294998,77.43397522"
SR8-20,Bjp Office,23.2233696,77.43634033,SR8,"https://www.google.com/maps/place/23.2233696,77.43634033"
SR8-21,Habibganj R/Station,23.22126961,77.44203949,SR8,"https://www.google.com/maps/place/23.22126961,77.44203949"
SR8-22,Habibganj Naka,23.21614647,77.44187164,SR8,"https://www.google.com/maps/place/23.21614647,77.44187164"
SR8-23,Habibganj R/Station,23.22126961,77.44203949,SR8,"https://www.google.com/maps/place/23.22126961,77.44203949"
SR8-24,Sargam Talkies,23.22702599,77.43547058,SR8,"https://www.google.com/maps/place/23.22702599,77.43547058"
SR8-25,Jyoti Tlk. Top & Toun,23.23279381,77.4342804,SR8,"https://www.google.com/maps/place/23.23279381,77.4342804"
SR8-26,Isbt,23.22909546,77.44200134,SR8,"https://www.google.com/maps/place/23.22909546,77.44200134"
SR8-27,Kasturwa Nagar,23.23284149,77.44184113,SR8,"https://www.google.com/maps/place/23.23284149,77.44184113"
SR8-28,Goutam Nagar,23.23412514,77.44158173,SR8,"https://www.google.com/maps/place/23.23412514,77.44158173"
SR8-29,Shanti Niketan,23.23427582,77.44258881,SR8,"https://www.google.com/maps/place/23.23427582,77.44258881"
SR8-30,Janta Quatar,23.24155045,77.44004822,SR8,"https://www.google.com/maps/place/23.24155045,77.44004822"
SR8-31,Sant Pitar Charch,23.24440575,77.4357605,SR8,"https://www.google.com/maps/place/23.24440575,77.4357605"
SR8-32,Subhas Fatak,23.24682045,77.43184662,SR8,"https://www.google.com/maps/place/23.24682045,77.43184662"
SR8-33,Prabhat Petrol Pump,23.25223732,77.43135071,SR8,"https://www.google.com/maps/place/23.25223732,77.43135071"
SR8-34,Swami Vivekanand Chouraha,23.2556324,77.42990875,SR8,"https://www.google.com/maps/place/23.2556324,77.42990875"
SR8-35,New Ashoka Gardan,23.25686264,77.42788696,SR8,"https://www.google.com/maps/place/23.25686264,77.42788696"
SR8-36,Ashoka Gardan Thana,23.25845909,77.42745972,SR8,"https://www.google.com/maps/place/23.25845909,77.42745972"
SR8-37,Pushpa Nagar Chouraha,23.25937271,77.42517853,SR8,"https://www.google.com/maps/place/23.25937271,77.42517853"
SR8-38,Kammu Ka Bagh,23.25993347,77.41261292,SR8,"https://www.google.com/maps/place/23.25993347,77.41261292"
SR8-39,High Secondary S,23.25947762,77.42211914,SR8,"https://www.google.com/maps/place/23.25947762,77.42211914"
SR8-40,Railway Plat Form No 1,23.25993347,77.41261292,SR8,"https://www.google.com/maps/place/23.25993347,77.41261292"
SR8-41,Grp Thana,23.263834,77.41313934,SR8,"https://www.google.com/maps/place/23.263834,77.41313934"
SR8-42,Railway Colony,23.26717186,77.41066742,SR8,"https://www.google.com/maps/place/23.26717186,77.41066742"
SR8-43,Sai Mandir,23.26574707,77.41374207,SR8,"https://www.google.com/maps/place/23.26574707,77.41374207"
SR8-44,Dwarka Nagar,23.26749039,77.41448212,SR8,"https://www.google.com/maps/place/23.26749039,77.41448212"
SR8-45,State Bank Atm,23.27441025,77.41658783,SR8,"https://www.google.com/maps/place/23.27441025,77.41658783"
SR8-46,Indus Tiraha,23.27950478,77.42023468,SR8,"https://www.google.com/maps/place/23.27950478,77.42023468"
SR8-47,Coach Factory,23.28023338,77.42560577,SR8,"https://www.google.com/maps/place/23.28023338,77.42560577"
TR1-1,Chiraiu Hospital,23.2658577,77.3105545,TR1,"https://www.google.com/maps/place/23.2658577,77.3105545"
TR1-2,Nai Basti,23.29883385,77.34618378,TR1,"https://www.google.com/maps/place/23.29883385,77.34618378"
TR1-3,Baisha Khedi,23.32309532,77.36976624,TR1,"https://www.google.com/maps/place/23.32309532,77.36976624"
TR1-4,Bairagarh Kala,23.27388763,77.3223877,TR1,"https://www.google.com/maps/place/23.27388763,77.3223877"
TR1-5,Bairagarh R/Station,23.27384949,77.33647919,TR1,"https://www.google.com/maps/place/23.27384949,77.33647919"
TR1-6,Bairagarh Bus Stand,23.27164459,77.34195709,TR1,"https://www.google.com/maps/place/23.27164459,77.34195709"
TR1-7,Halalpur Bus Stand,23.27326584,77.36399078,TR1,"https://www.google.com/maps/place/23.27326584,77.36399078"
TR1-8,Lalghati,23.27306938,77.36846924,TR1,"https://www.google.com/maps/place/23.27306938,77.36846924"
TR1-9,Vip Guest,23.27131844,77.37574005,TR1,"https://www.google.com/maps/place/23.27131844,77.37574005"
TR1-10,Koh-E-Fiza,23.26911736,77.37727356,TR1,"https://www.google.com/maps/place/23.26911736,77.37727356"
TR1-11,Collectorate,23.26358795,77.38312531,TR1,"https://www.google.com/maps/place/23.26358795,77.38312531"
TR1-12,Sbi Chouraha,23.26187897,77.38874054,TR1,"https://www.google.com/maps/place/23.26187897,77.38874054"
TR1-13,Royal Market,23.26150322,77.39205933,TR1,"https://www.google.com/maps/place/23.26150322,77.39205933"
TR1-14,Peergate,23.2591362,77.39845276,TR1,"https://www.google.com/maps/place/23.2591362,77.39845276"
TR1-15,Moti Masjid,23.25592232,77.39857483,TR1,"https://www.google.com/maps/place/23.25592232,77.39857483"
TR1-16,Kamla Park,23.25196648,77.39789581,TR1,"https://www.google.com/maps/place/23.25196648,77.39789581"
TR1-17,Polytechnic,23.24457741,77.39684296,TR1,"https://www.google.com/maps/place/23.24457741,77.39684296"
TR1-18,Rang Mahal,23.24265099,77.39748383,TR1,"https://www.google.com/maps/place/23.24265099,77.39748383"
TR1-19,Roshanpura,23.23756409,77.40115356,TR1,"https://www.google.com/maps/place/23.23756409,77.40115356"
TR1-20,"New Market, Top&Town",23.23516846,77.40137482,TR1,"https://www.google.com/maps/place/23.23516846,77.40137482"
TR1-21,Prakash Tarun Pushkar,23.23270798,77.41160583,TR1,"https://www.google.com/maps/place/23.23270798,77.41160583"
TR1-22,1250 Hospital,23.23146248,77.41585541,TR1,"https://www.google.com/maps/place/23.23146248,77.41585541"
TR1-23,Congress Bhawan,23.23126602,77.42153931,TR1,"https://www.google.com/maps/place/23.23126602,77.42153931"
TR1-24,Vyapam,23.23079109,77.42773438,TR1,"https://www.google.com/maps/place/23.23079109,77.42773438"
TR1-25,Board Office (Zone-2),23.23017502,77.43279266,TR1,"https://www.google.com/maps/place/23.23017502,77.43279266"
TR1-26,Sargam Talkies,23.22702599,77.43547058,TR1,"https://www.google.com/maps/place/23.22702599,77.43547058"
TR1-27,Habibganj R/Station,23.22126961,77.44203949,TR1,"https://www.google.com/maps/place/23.22126961,77.44203949"
TR1-28,Habibganj Naka,23.21614647,77.44187164,TR1,"https://www.google.com/maps/place/23.21614647,77.44187164"
TR1-29,Habibganj R/Station,23.22126961,77.44203949,TR1,"https://www.google.com/maps/place/23.22126961,77.44203949"
TR1-30,Bjp Office,23.2233696,77.43634033,TR1,"https://www.google.com/maps/place/23.2233696,77.43634033"
TR1-31,7 No. Stop,23.22806168,77.43450928,TR1,"https://www.google.com/maps/place/23.22806168,77.43450928"
TR1-32,Subhash School,23.22320938,77.42995453,TR1,"https://www.google.com/maps/place/23.22320938,77.42995453"
TR1-33,Bittan Mkt/Dhsera Maidan,23.22214699,77.43122864,TR1,"https://www.google.com/maps/place/23.22214699,77.43122864"
TR1-34,Habibganj Thana,23.21846581,77.42897797,TR1,"https://www.google.com/maps/place/23.21846581,77.42897797"
TR1-35,Baas Khedi,23.2146244,77.43126678,TR1,"https://www.google.com/maps/place/23.2146244,77.43126678"
TR1-36,Vitthal Market/1100 Q.Chu.,23.21149635,77.43119812,TR1,"https://www.google.com/maps/place/23.21149635,77.43119812"
TR1-37,11 No. Stop,23.21000099,77.43650818,TR1,"https://www.google.com/maps/place/23.21000099,77.43650818"
TR1-38,Sai Board,23.20692825,77.43692017,TR1,"https://www.google.com/maps/place/23.20692825,77.43692017"
TR1-39,12 No. Stop,23.20287895,77.4373703,TR1,"https://www.google.com/maps/place/23.20287895,77.4373703"
TR1-40,Ishwar Nagar,23.19338036,77.44060516,TR1,"https://www.google.com/maps/place/23.19338036,77.44060516"
TR1-41,Savoi Complex,23.19261169,77.4356308,TR1,"https://www.google.com/maps/place/23.19261169,77.4356308"
TR1-42,Nehar,23.18682671,77.4367218,TR1,"https://www.google.com/maps/place/23.18682671,77.4367218"
TR1-43,Tilak Nagar,23.18460274,77.43774414,TR1,"https://www.google.com/maps/place/23.18460274,77.43774414"
TR1-44,Indus Garden,23.17773247,77.43774414,TR1,"https://www.google.com/maps/place/23.17773247,77.43774414"
TR1-45,Rohit Nagar Ph-Ii,23.17072868,77.44285583,TR1,"https://www.google.com/maps/place/23.17072868,77.44285583"
TR1-46,Aakriti Eco City,23.16909599,77.44210815,TR1,"https://www.google.com/maps/place/23.16909599,77.44210815"
TR2-1,Nadra Bus Stand,23.2652874,77.40531921,TR2,"https://www.google.com/maps/place/23.2652874,77.40531921"
TR2-2,Sabji Mandi,23.26443863,77.40631866,TR2,"https://www.google.com/maps/place/23.26443863,77.40631866"
TR2-3,Alpana Tiraha,23.26436806,77.41020203,TR2,"https://www.google.com/maps/place/23.26436806,77.41020203"
TR2-4,Bharat Talkies,23.26047707,77.41085815,TR2,"https://www.google.com/maps/place/23.26047707,77.41085815"
TR2-5,Bharat Talkies 2,23.25906372,77.41123962,TR2,"https://www.google.com/maps/place/23.25906372,77.41123962"
TR2-6,Patra Pul,23.25801277,77.41442108,TR2,"https://www.google.com/maps/place/23.25801277,77.41442108"
TR2-7,Barkhedi Rc,23.25583267,77.41832733,TR2,"https://www.google.com/maps/place/23.25583267,77.41832733"
TR2-8,Upaj Mandi,23.25497627,77.41954803,TR2,"https://www.google.com/maps/place/23.25497627,77.41954803"
TR2-9,Bogda Pul,23.2527523,77.42272949,TR2,"https://www.google.com/maps/place/23.2527523,77.42272949"
TR2-10,Jinsi Tiraha,23.250103,77.42388916,TR2,"https://www.google.com/maps/place/23.250103,77.42388916"
TR2-11,Subhash R/Fatak,23.24654961,77.43169403,TR2,"https://www.google.com/maps/place/23.24654961,77.43169403"
TR2-12,Sbi Lho,23.24397087,77.43269348,TR2,"https://www.google.com/maps/place/23.24397087,77.43269348"
TR2-13,Post Office,23.23867226,77.43112183,TR2,"https://www.google.com/maps/place/23.23867226,77.43112183"
TR2-14,D B Mall,23.23369026,77.43019104,TR2,"https://www.google.com/maps/place/23.23369026,77.43019104"
TR2-15,Board Office (Milan),23.23129463,77.43256378,TR2,"https://www.google.com/maps/place/23.23129463,77.43256378"
TR2-16,Jyoti Tlk. Top & Toun,23.23279381,77.4342804,TR2,"https://www.google.com/maps/place/23.23279381,77.4342804"
TR2-17,Kasturwa Nagar,23.23284149,77.44184113,TR2,"https://www.google.com/maps/place/23.23284149,77.44184113"
TR2-18,Isbt,23.22909546,77.44200134,TR2,"https://www.google.com/maps/place/23.22909546,77.44200134"
TR2-19,Dudh Deri,23.22451401,77.44213104,TR2,"https://www.google.com/maps/place/23.22451401,77.44213104"
TR2-20,Habibganj R/Station,23.22126961,77.44203949,TR2,"https://www.google.com/maps/place/23.22126961,77.44203949"
TR2-21,Habibganj Naka,23.21614647,77.44187164,TR2,"https://www.google.com/maps/place/23.21614647,77.44187164"
TR2-22,Rrl,23.21052742,77.44392395,TR2,"https://www.google.com/maps/place/23.21052742,77.44392395"
TR2-23,Narayan Nagar,23.20410919,77.44606018,TR2,"https://www.google.com/maps/place/23.20410919,77.44606018"
TR2-24,University,23.1991787,77.44781494,TR2,"https://www.google.com/maps/place/23.1991787,77.44781494"
TR2-25,Vidya Nagar,23.19544601,77.44924927,TR2,"https://www.google.com/maps/place/23.19544601,77.44924927"
TR2-26,Nikhil Homes,23.1860981,77.45415497,TR2,"https://www.google.com/maps/place/23.1860981,77.45415497"
TR2-27,Vrindavan Dawa,23.17489243,77.46015167,TR2,"https://www.google.com/maps/place/23.17489243,77.46015167"
TR2-28,Jatkhedi,23.16836929,77.46434784,TR2,"https://www.google.com/maps/place/23.16836929,77.46434784"
TR2-29,Misrod,23.16177368,77.46949005,TR2,"https://www.google.com/maps/place/23.16177368,77.46949005"
TR2-30,Scope Collage,23.15298653,77.47598267,TR2,"https://www.google.com/maps/place/23.15298653,77.47598267"
TR2-31,11 Miles,23.14868927,77.47901917,TR2,"https://www.google.com/maps/place/23.14868927,77.47901917"
TR2-32,Fun City,23.1418457,77.48423004,TR2,"https://www.google.com/maps/place/23.1418457,77.48423004"
TR2-33,Indus Town,23.13746643,77.48442078,TR2,"https://www.google.com/maps/place/23.13746643,77.48442078"
TR2-34,Samardha,23.11799049,77.50205231,TR2,"https://www.google.com/maps/place/23.11799049,77.50205231"
TR2-35,Mandideep,23.09870338,77.50500488,TR2,"https://www.google.com/maps/place/23.09870338,77.50500488"
TR2-36,Heg Mandideep,23.09870338,77.50500488,TR2,"https://www.google.com/maps/place/23.09870338,77.50500488"
TR3-1,Nariyal Kheda I,23.28458023,77.39729309,TR3,"https://www.google.com/maps/place/23.28458023,77.39729309"
TR3-2,Nariyal Kheda Ii,23.28339767,77.39651489,TR3,"https://www.google.com/maps/place/23.28339767,77.39651489"
TR3-3,Miltri Gate,23.28057861,77.39465332,TR3,"https://www.google.com/maps/place/23.28057861,77.39465332"
TR3-4,Tila Jamal Pura,23.28057861,77.39743805,TR3,"https://www.google.com/maps/place/23.28057861,77.39743805"
TR3-5,Gitanjali College,23.28072548,77.39923096,TR3,"https://www.google.com/maps/place/23.28072548,77.39923096"
TR3-6,Jawahar Lal Nehru Hos,23.27911949,77.40231323,TR3,"https://www.google.com/maps/place/23.27911949,77.40231323"
TR3-7,Big Bunglow,23.27762222,77.40331268,TR3,"https://www.google.com/maps/place/23.27762222,77.40331268"
TR3-8,Kaji Camp,23.27482414,77.40249634,TR3,"https://www.google.com/maps/place/23.27482414,77.40249634"
TR3-9,Sindi Colony,23.27091599,77.40044403,TR3,"https://www.google.com/maps/place/23.27091599,77.40044403"
TR3-10,Bhopal Talkies,23.26757622,77.40079498,TR3,"https://www.google.com/maps/place/23.26757622,77.40079498"
TR3-11,Nadra Bus Stand,23.2652874,77.40531921,TR3,"https://www.google.com/maps/place/23.2652874,77.40531921"
TR3-12,Sabji Mandi,23.26443863,77.40631866,TR3,"https://www.google.com/maps/place/23.26443863,77.40631866"
TR3-13,Alpana Tiraha,23.26436806,77.41020203,TR3,"https://www.google.com/maps/place/23.26436806,77.41020203"
TR3-14,Bharat Talkies,23.26047707,77.41085815,TR3,"https://www.google.com/maps/place/23.26047707,77.41085815"
TR3-15,Ajabghar,23.25993347,77.41261292,TR3,"https://www.google.com/maps/place/23.25993347,77.41261292"
TR3-16,Lady Hospital,23.25993347,77.41261292,TR3,"https://www.google.com/maps/place/23.25993347,77.41261292"
TR3-17,Jehangirabad,23.25225258,77.41423798,TR3,"https://www.google.com/maps/place/23.25225258,77.41423798"
TR3-18,Phq,23.24808693,77.41262817,TR3,"https://www.google.com/maps/place/23.24808693,77.41262817"
TR3-19,Police Control Room,23.24339485,77.4096756,TR3,"https://www.google.com/maps/place/23.24339485,77.4096756"
TR3-20,Old Vidhan Sabha,23.242836,77.40871429,TR3,"https://www.google.com/maps/place/23.242836,77.40871429"
TR3-21,Roshanpura,23.23756409,77.40115356,TR3,"https://www.google.com/maps/place/23.23756409,77.40115356"
TR3-22,New Market,23.23516846,77.40137482,TR3,"https://www.google.com/maps/place/23.23516846,77.40137482"
TR3-23,Prakash Tarun Pushkar,23.23270798,77.41160583,TR3,"https://www.google.com/maps/place/23.23270798,77.41160583"
TR3-24,1250 Hospital,23.23146248,77.41585541,TR3,"https://www.google.com/maps/place/23.23146248,77.41585541"
TR3-25,Cangress Bhawan,23.23126602,77.42153931,TR3,"https://www.google.com/maps/place/23.23126602,77.42153931"
TR3-26,Vyapam,23.23079109,77.42773438,TR3,"https://www.google.com/maps/place/23.23079109,77.42773438"
TR3-27,Board Office(Milan),23.23130417,77.43261719,TR3,"https://www.google.com/maps/place/23.23130417,77.43261719"
TR3-28,Jyoti Talkies,23.2332058,77.43466187,TR3,"https://www.google.com/maps/place/23.2332058,77.43466187"
TR3-29,Isbt,23.22909546,77.44200134,TR3,"https://www.google.com/maps/place/23.22909546,77.44200134"
TR3-30,Kasturwa Nagar,23.23284149,77.44184113,TR3,"https://www.google.com/maps/place/23.23284149,77.44184113"
TR3-31,Goutam Nagar,23.23412514,77.44158173,TR3,"https://www.google.com/maps/place/23.23412514,77.44158173"
TR3-32,Shanti Niketan,23.23427582,77.44258881,TR3,"https://www.google.com/maps/place/23.23427582,77.44258881"
TR3-33,Janta Quatar,23.24155045,77.44004822,TR3,"https://www.google.com/maps/place/23.24155045,77.44004822"
TR3-34,Sant Pitar Charch,23.24440575,77.4357605,TR3,"https://www.google.com/maps/place/23.24440575,77.4357605"
TR3-35,Subhas Fatak,23.24682045,77.43184662,TR3,"https://www.google.com/maps/place/23.24682045,77.43184662"
TR3-36,Prabhat Petrol Pump,23.25223732,77.43135071,TR3,"https://www.google.com/maps/place/23.25223732,77.43135071"
TR3-37,Punjabi Bagh,23.25314903,77.43582153,TR3,"https://www.google.com/maps/place/23.25314903,77.43582153"
TR3-38,Bijli Colony,23.25498009,77.4407959,TR3,"https://www.google.com/maps/place/23.25498009,77.4407959"
TR3-39,Govind Pura,23.2472229,77.44438171,TR3,"https://www.google.com/maps/place/23.2472229,77.44438171"
TR3-40,Industrial Gate,23.25288773,77.44729614,TR3,"https://www.google.com/maps/place/23.25288773,77.44729614"
TR3-41,I.T.I.,23.25247955,77.44995117,TR3,"https://www.google.com/maps/place/23.25247955,77.44995117"
TR3-42,J.K. Road Tiraha,23.25149345,77.45642853,TR3,"https://www.google.com/maps/place/23.25149345,77.45642853"
TR3-43,Bhel Gate -1,23.25102043,77.45980072,TR3,"https://www.google.com/maps/place/23.25102043,77.45980072"
TR3-44,Jubli Gate – Bhel,23.25033951,77.46299744,TR3,"https://www.google.com/maps/place/23.25033951,77.46299744"
TR3-45,Bima Hospital,23.24983215,77.46750641,TR3,"https://www.google.com/maps/place/23.24983215,77.46750641"
TR3-46,Piplani Pump,23.24910355,77.4718399,TR3,"https://www.google.com/maps/place/23.24910355,77.4718399"
TR3-47,Kalpana Nagar,23.24972725,77.47714996,TR3,"https://www.google.com/maps/place/23.24972725,77.47714996"
